search_id,candidate_count,clicks,carts,purchases,click_density_pct,cart_density_pct,purchase_density_pct,exploration_bucket
42874,35,1.0,0.0,0.0,2.857,0.0,0.0,single_click
80481,92,1.0,0.0,0.0,1.087,0.0,0.0,single_click
28698,66,0.0,0.0,2.0,0.0,0.0,3.03,no_click
60944,156,0.0,0.0,1.0,0.0,0.0,0.641,no_click
28443,93,2.0,2.0,0.0,2.151,2.151,0.0,2_to_3_clicks
101830,99,2.0,0.0,0.0,2.02,0.0,0.0,2_to_3_clicks
135176,89,2.0,0.0,0.0,2.247,0.0,0.0,2_to_3_clicks
161749,97,2.0,1.0,0.0,2.062,1.031,0.0,2_to_3_clicks
56707,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
51761,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
72906,200,8.0,0.0,0.0,4.0,0.0,0.0,7_plus_clicks
19729,200,4.0,3.0,0.0,2.0,1.5,0.0,4_to_6_clicks
154848,91,1.0,1.0,0.0,1.099,1.099,0.0,single_click
101746,90,0.0,0.0,1.0,0.0,0.0,1.111,no_click
39327,95,5.0,1.0,0.0,5.263,1.053,0.0,4_to_6_clicks
143764,110,20.0,0.0,0.0,18.182,0.0,0.0,7_plus_clicks
121068,94,2.0,0.0,0.0,2.128,0.0,0.0,2_to_3_clicks
122072,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
165841,94,1.0,0.0,0.0,1.064,0.0,0.0,single_click
22000,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
86120,91,2.0,0.0,0.0,2.198,0.0,0.0,2_to_3_clicks
37793,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
32006,87,0.0,0.0,1.0,0.0,0.0,1.149,no_click
92219,58,1.0,0.0,0.0,1.724,0.0,0.0,single_click
119408,85,1.0,0.0,1.0,1.176,0.0,1.176,single_click
142516,60,1.0,0.0,0.0,1.667,0.0,0.0,single_click
78602,162,1.0,1.0,0.0,0.617,0.617,0.0,single_click
129288,90,0.0,0.0,1.0,0.0,0.0,1.111,no_click
112287,58,0.0,1.0,0.0,0.0,1.724,0.0,no_click
6877,88,0.0,1.0,0.0,0.0,1.136,0.0,no_click
99044,171,4.0,0.0,1.0,2.339,0.0,0.585,4_to_6_clicks
30342,86,1.0,1.0,0.0,1.163,1.163,0.0,single_click
3626,168,4.0,1.0,0.0,2.381,0.595,0.0,4_to_6_clicks
58856,87,0.0,2.0,0.0,0.0,2.299,0.0,no_click
159208,35,1.0,0.0,0.0,2.857,0.0,0.0,single_click
158097,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
89024,65,2.0,0.0,0.0,3.077,0.0,0.0,2_to_3_clicks
37220,98,2.0,1.0,0.0,2.041,1.02,0.0,2_to_3_clicks
144703,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
30213,76,2.0,0.0,0.0,2.632,0.0,0.0,2_to_3_clicks
74817,22,1.0,1.0,0.0,4.545,4.545,0.0,single_click
160698,92,1.0,0.0,0.0,1.087,0.0,0.0,single_click
91979,106,1.0,0.0,0.0,0.943,0.0,0.0,single_click
96790,37,1.0,0.0,0.0,2.703,0.0,0.0,single_click
152468,106,2.0,0.0,0.0,1.887,0.0,0.0,2_to_3_clicks
155209,99,2.0,1.0,0.0,2.02,1.01,0.0,2_to_3_clicks
120826,56,1.0,0.0,0.0,1.786,0.0,0.0,single_click
121099,70,1.0,0.0,0.0,1.429,0.0,0.0,single_click
163967,101,0.0,5.0,0.0,0.0,4.95,0.0,no_click
88799,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
149146,200,8.0,2.0,1.0,4.0,1.0,0.5,7_plus_clicks
89554,124,0.0,1.0,0.0,0.0,0.806,0.0,no_click
70467,30,0.0,1.0,0.0,0.0,3.333,0.0,no_click
7363,93,2.0,0.0,0.0,2.151,0.0,0.0,2_to_3_clicks
60199,93,1.0,0.0,0.0,1.075,0.0,0.0,single_click
173167,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
12678,155,0.0,2.0,0.0,0.0,1.29,0.0,no_click
8045,158,3.0,1.0,0.0,1.899,0.633,0.0,2_to_3_clicks
55155,200,2.0,0.0,0.0,1.0,0.0,0.0,2_to_3_clicks
54443,90,0.0,3.0,0.0,0.0,3.333,0.0,no_click
72877,86,1.0,0.0,1.0,1.163,0.0,1.163,single_click
172419,60,0.0,1.0,0.0,0.0,1.667,0.0,no_click
26158,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
42335,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
62246,84,1.0,0.0,0.0,1.19,0.0,0.0,single_click
14216,89,1.0,1.0,0.0,1.124,1.124,0.0,single_click
154081,119,1.0,0.0,0.0,0.84,0.0,0.0,single_click
162009,91,0.0,0.0,1.0,0.0,0.0,1.099,no_click
95662,90,1.0,1.0,0.0,1.111,1.111,0.0,single_click
57458,105,1.0,1.0,0.0,0.952,0.952,0.0,single_click
78542,120,1.0,0.0,0.0,0.833,0.0,0.0,single_click
140547,83,1.0,0.0,0.0,1.205,0.0,0.0,single_click
32093,91,3.0,0.0,0.0,3.297,0.0,0.0,2_to_3_clicks
90057,132,4.0,1.0,1.0,3.03,0.758,0.758,4_to_6_clicks
144904,85,0.0,1.0,0.0,0.0,1.176,0.0,no_click
60912,91,0.0,1.0,0.0,0.0,1.099,0.0,no_click
92014,175,2.0,1.0,0.0,1.143,0.571,0.0,2_to_3_clicks
32136,88,2.0,0.0,0.0,2.273,0.0,0.0,2_to_3_clicks
77979,90,2.0,0.0,0.0,2.222,0.0,0.0,2_to_3_clicks
158570,62,0.0,1.0,0.0,0.0,1.613,0.0,no_click
138503,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
169734,62,0.0,1.0,0.0,0.0,1.613,0.0,no_click
145702,167,4.0,0.0,1.0,2.395,0.0,0.599,4_to_6_clicks
100170,200,1.0,1.0,0.0,0.5,0.5,0.0,single_click
49619,200,2.0,0.0,0.0,1.0,0.0,0.0,2_to_3_clicks
32078,96,3.0,0.0,0.0,3.125,0.0,0.0,2_to_3_clicks
21400,88,2.0,0.0,0.0,2.273,0.0,0.0,2_to_3_clicks
124301,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
35910,147,2.0,0.0,1.0,1.361,0.0,0.68,2_to_3_clicks
98235,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
135405,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
105376,200,1.0,2.0,0.0,0.5,1.0,0.0,single_click
153875,151,1.0,1.0,0.0,0.662,0.662,0.0,single_click
155847,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
71100,200,2.0,0.0,0.0,1.0,0.0,0.0,2_to_3_clicks
25091,88,0.0,0.0,0.0,0.0,0.0,0.0,no_click
9233,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
16604,162,0.0,3.0,0.0,0.0,1.852,0.0,no_click
64144,119,4.0,0.0,0.0,3.361,0.0,0.0,4_to_6_clicks
65431,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
150037,88,0.0,0.0,1.0,0.0,0.0,1.136,no_click
155254,88,3.0,1.0,0.0,3.409,1.136,0.0,2_to_3_clicks
63722,88,0.0,1.0,0.0,0.0,1.136,0.0,no_click
154406,95,3.0,0.0,0.0,3.158,0.0,0.0,2_to_3_clicks
17954,103,1.0,0.0,0.0,0.971,0.0,0.0,single_click
36951,94,1.0,0.0,0.0,1.064,0.0,0.0,single_click
73492,96,1.0,0.0,0.0,1.042,0.0,0.0,single_click
16553,200,1.0,1.0,0.0,0.5,0.5,0.0,single_click
26118,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
16487,93,2.0,0.0,0.0,2.151,0.0,0.0,2_to_3_clicks
23022,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
102676,126,1.0,0.0,0.0,0.794,0.0,0.0,single_click
13508,145,3.0,0.0,0.0,2.069,0.0,0.0,2_to_3_clicks
2613,92,1.0,0.0,0.0,1.087,0.0,0.0,single_click
77987,150,2.0,0.0,0.0,1.333,0.0,0.0,2_to_3_clicks
93507,102,3.0,0.0,0.0,2.941,0.0,0.0,2_to_3_clicks
1037,83,0.0,0.0,1.0,0.0,0.0,1.205,no_click
67723,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
138907,87,1.0,0.0,0.0,1.149,0.0,0.0,single_click
95027,136,1.0,0.0,0.0,0.735,0.0,0.0,single_click
144315,160,0.0,1.0,1.0,0.0,0.625,0.625,no_click
56856,200,2.0,5.0,1.0,1.0,2.5,0.5,2_to_3_clicks
85975,92,1.0,0.0,0.0,1.087,0.0,0.0,single_click
115544,85,1.0,0.0,1.0,1.176,0.0,1.176,single_click
60175,89,0.0,0.0,1.0,0.0,0.0,1.124,no_click
137193,57,1.0,1.0,0.0,1.754,1.754,0.0,single_click
112005,94,3.0,1.0,0.0,3.191,1.064,0.0,2_to_3_clicks
52766,85,1.0,0.0,0.0,1.176,0.0,0.0,single_click
31962,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
122901,85,1.0,0.0,0.0,1.176,0.0,0.0,single_click
138483,128,1.0,1.0,0.0,0.781,0.781,0.0,single_click
141102,200,2.0,1.0,0.0,1.0,0.5,0.0,2_to_3_clicks
38963,126,5.0,2.0,0.0,3.968,1.587,0.0,4_to_6_clicks
72233,90,0.0,0.0,1.0,0.0,0.0,1.111,no_click
69132,200,2.0,0.0,0.0,1.0,0.0,0.0,2_to_3_clicks
159065,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
10091,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
11996,152,4.0,0.0,0.0,2.632,0.0,0.0,4_to_6_clicks
106515,90,2.0,0.0,0.0,2.222,0.0,0.0,2_to_3_clicks
95310,153,0.0,1.0,0.0,0.0,0.654,0.0,no_click
18527,153,1.0,0.0,0.0,0.654,0.0,0.0,single_click
22143,132,1.0,1.0,0.0,0.758,0.758,0.0,single_click
124425,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
68472,145,2.0,0.0,0.0,1.379,0.0,0.0,2_to_3_clicks
104559,92,1.0,0.0,0.0,1.087,0.0,0.0,single_click
139365,88,1.0,0.0,0.0,1.136,0.0,0.0,single_click
155124,80,2.0,0.0,0.0,2.5,0.0,0.0,2_to_3_clicks
122246,83,0.0,1.0,0.0,0.0,1.205,0.0,no_click
65075,192,2.0,0.0,0.0,1.042,0.0,0.0,2_to_3_clicks
64473,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
15978,30,1.0,0.0,0.0,3.333,0.0,0.0,single_click
113215,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
169559,60,1.0,0.0,0.0,1.667,0.0,0.0,single_click
56763,89,1.0,1.0,0.0,1.124,1.124,0.0,single_click
96520,97,0.0,4.0,0.0,0.0,4.124,0.0,no_click
10604,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
5722,96,4.0,0.0,0.0,4.167,0.0,0.0,4_to_6_clicks
83003,54,1.0,0.0,0.0,1.852,0.0,0.0,single_click
42110,104,1.0,3.0,0.0,0.962,2.885,0.0,single_click
141994,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
96266,95,1.0,0.0,0.0,1.053,0.0,0.0,single_click
76622,120,2.0,0.0,0.0,1.667,0.0,0.0,2_to_3_clicks
109052,96,3.0,0.0,0.0,3.125,0.0,0.0,2_to_3_clicks
20787,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
69004,90,0.0,2.0,0.0,0.0,2.222,0.0,no_click
14000,200,4.0,2.0,0.0,2.0,1.0,0.0,4_to_6_clicks
138064,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
21351,97,3.0,1.0,0.0,3.093,1.031,0.0,2_to_3_clicks
120982,92,1.0,0.0,0.0,1.087,0.0,0.0,single_click
32321,85,1.0,0.0,0.0,1.176,0.0,0.0,single_click
66374,66,4.0,0.0,0.0,6.061,0.0,0.0,4_to_6_clicks
121309,200,2.0,1.0,0.0,1.0,0.5,0.0,2_to_3_clicks
50339,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
56247,180,0.0,1.0,0.0,0.0,0.556,0.0,no_click
158766,60,1.0,0.0,0.0,1.667,0.0,0.0,single_click
123739,165,2.0,0.0,0.0,1.212,0.0,0.0,2_to_3_clicks
59600,91,1.0,0.0,1.0,1.099,0.0,1.099,single_click
133400,127,1.0,0.0,0.0,0.787,0.0,0.0,single_click
145994,88,1.0,0.0,0.0,1.136,0.0,0.0,single_click
161835,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
75075,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
143534,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
60538,106,1.0,0.0,0.0,0.943,0.0,0.0,single_click
17284,91,1.0,0.0,0.0,1.099,0.0,0.0,single_click
81670,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
97619,77,1.0,0.0,0.0,1.299,0.0,0.0,single_click
169081,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
156730,156,0.0,0.0,1.0,0.0,0.0,0.641,no_click
102223,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
52279,60,0.0,1.0,0.0,0.0,1.667,0.0,no_click
17774,181,2.0,0.0,1.0,1.105,0.0,0.552,2_to_3_clicks
138137,200,3.0,0.0,0.0,1.5,0.0,0.0,2_to_3_clicks
143948,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
55285,49,0.0,0.0,1.0,0.0,0.0,2.041,no_click
71310,88,2.0,0.0,0.0,2.273,0.0,0.0,2_to_3_clicks
89887,91,0.0,0.0,1.0,0.0,0.0,1.099,no_click
79124,88,3.0,0.0,0.0,3.409,0.0,0.0,2_to_3_clicks
91572,102,0.0,1.0,0.0,0.0,0.98,0.0,no_click
11038,200,2.0,4.0,0.0,1.0,2.0,0.0,2_to_3_clicks
46543,110,0.0,1.0,0.0,0.0,0.909,0.0,no_click
43749,75,1.0,0.0,0.0,1.333,0.0,0.0,single_click
158055,87,2.0,0.0,0.0,2.299,0.0,0.0,2_to_3_clicks
76871,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
100416,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
126006,153,2.0,0.0,0.0,1.307,0.0,0.0,2_to_3_clicks
21163,84,2.0,0.0,0.0,2.381,0.0,0.0,2_to_3_clicks
149471,80,1.0,0.0,0.0,1.25,0.0,0.0,single_click
49509,88,0.0,1.0,0.0,0.0,1.136,0.0,no_click
141236,101,3.0,3.0,0.0,2.97,2.97,0.0,2_to_3_clicks
153049,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
138544,91,1.0,0.0,0.0,1.099,0.0,0.0,single_click
40959,162,6.0,1.0,0.0,3.704,0.617,0.0,4_to_6_clicks
70505,200,1.0,0.0,0.0,0.5,0.0,0.0,single_click
89023,180,2.0,2.0,0.0,1.111,1.111,0.0,2_to_3_clicks
81714,165,1.0,1.0,0.0,0.606,0.606,0.0,single_click
168867,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
97228,200,3.0,0.0,0.0,1.5,0.0,0.0,2_to_3_clicks
57320,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
96568,110,0.0,0.0,1.0,0.0,0.0,0.909,no_click
16137,162,2.0,0.0,1.0,1.235,0.0,0.617,2_to_3_clicks
112167,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
172289,57,0.0,1.0,1.0,0.0,1.754,1.754,no_click
51919,81,2.0,3.0,0.0,2.469,3.704,0.0,2_to_3_clicks
24504,62,1.0,0.0,0.0,1.613,0.0,0.0,single_click
66965,39,1.0,3.0,0.0,2.564,7.692,0.0,single_click
26619,200,7.0,4.0,0.0,3.5,2.0,0.0,7_plus_clicks
168547,152,4.0,1.0,1.0,2.632,0.658,0.658,4_to_6_clicks
33670,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
21667,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
6693,91,0.0,0.0,1.0,0.0,0.0,1.099,no_click
121701,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
121920,138,3.0,0.0,0.0,2.174,0.0,0.0,2_to_3_clicks
113773,92,0.0,1.0,0.0,0.0,1.087,0.0,no_click
17183,164,6.0,0.0,0.0,3.659,0.0,0.0,4_to_6_clicks
40495,200,4.0,2.0,0.0,2.0,1.0,0.0,4_to_6_clicks
142226,200,3.0,0.0,1.0,1.5,0.0,0.5,2_to_3_clicks
70717,127,3.0,1.0,0.0,2.362,0.787,0.0,2_to_3_clicks
170285,47,2.0,0.0,0.0,4.255,0.0,0.0,2_to_3_clicks
117059,89,2.0,0.0,0.0,2.247,0.0,0.0,2_to_3_clicks
6225,91,0.0,1.0,0.0,0.0,1.099,0.0,no_click
46899,94,1.0,0.0,0.0,1.064,0.0,0.0,single_click
173637,90,2.0,0.0,0.0,2.222,0.0,0.0,2_to_3_clicks
141703,92,3.0,1.0,1.0,3.261,1.087,1.087,2_to_3_clicks
79834,10,0.0,1.0,0.0,0.0,10.0,0.0,no_click
159265,200,6.0,0.0,0.0,3.0,0.0,0.0,4_to_6_clicks
67508,125,1.0,0.0,0.0,0.8,0.0,0.0,single_click
146019,90,1.0,1.0,0.0,1.111,1.111,0.0,single_click
34478,89,0.0,0.0,1.0,0.0,0.0,1.124,no_click
125404,200,6.0,0.0,0.0,3.0,0.0,0.0,4_to_6_clicks
72575,177,2.0,0.0,0.0,1.13,0.0,0.0,2_to_3_clicks
159034,185,5.0,1.0,0.0,2.703,0.541,0.0,4_to_6_clicks
81248,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
141385,84,1.0,0.0,0.0,1.19,0.0,0.0,single_click
89641,107,3.0,0.0,0.0,2.804,0.0,0.0,2_to_3_clicks
105188,193,1.0,0.0,0.0,0.518,0.0,0.0,single_click
30018,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
106578,91,2.0,1.0,0.0,2.198,1.099,0.0,2_to_3_clicks
150450,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
73240,90,2.0,0.0,0.0,2.222,0.0,0.0,2_to_3_clicks
116122,75,5.0,0.0,0.0,6.667,0.0,0.0,4_to_6_clicks
152266,90,0.0,0.0,1.0,0.0,0.0,1.111,no_click
57652,93,3.0,0.0,0.0,3.226,0.0,0.0,2_to_3_clicks
125560,89,1.0,0.0,0.0,1.124,0.0,0.0,single_click
150568,100,2.0,0.0,0.0,2.0,0.0,0.0,2_to_3_clicks
37651,90,0.0,1.0,0.0,0.0,1.111,0.0,no_click
88196,92,1.0,0.0,0.0,1.087,0.0,0.0,single_click
6348,92,1.0,1.0,0.0,1.087,1.087,0.0,single_click
85304,104,2.0,0.0,0.0,1.923,0.0,0.0,2_to_3_clicks
86131,91,1.0,0.0,0.0,1.099,0.0,0.0,single_click
145537,79,1.0,0.0,0.0,1.266,0.0,0.0,single_click
155838,81,1.0,0.0,0.0,1.235,0.0,0.0,single_click
5697,91,1.0,0.0,0.0,1.099,0.0,0.0,single_click
83133,92,1.0,0.0,0.0,1.087,0.0,0.0,single_click
91819,99,2.0,0.0,0.0,2.02,0.0,0.0,2_to_3_clicks
33360,98,0.0,1.0,0.0,0.0,1.02,0.0,no_click
118266,200,2.0,0.0,0.0,1.0,0.0,0.0,2_to_3_clicks
167725,91,2.0,0.0,0.0,2.198,0.0,0.0,2_to_3_clicks
98299,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
29853,105,1.0,1.0,0.0,0.952,0.952,0.0,single_click
140407,81,0.0,1.0,0.0,0.0,1.235,0.0,no_click
59251,92,1.0,0.0,0.0,1.087,0.0,0.0,single_click
142290,59,1.0,0.0,0.0,1.695,0.0,0.0,single_click
166646,58,1.0,0.0,0.0,1.724,0.0,0.0,single_click
8209,88,0.0,1.0,0.0,0.0,1.136,0.0,no_click
18912,146,0.0,1.0,0.0,0.0,0.685,0.0,no_click
129604,91,0.0,0.0,1.0,0.0,0.0,1.099,no_click
24510,60,0.0,1.0,0.0,0.0,1.667,0.0,no_click
78373,90,0.0,0.0,0.0,0.0,0.0,0.0,no_click
151033,89,2.0,0.0,0.0,2.247,0.0,0.0,2_to_3_clicks
122569,122,5.0,0.0,0.0,4.098,0.0,0.0,4_to_6_clicks
115979,55,1.0,0.0,0.0,1.818,0.0,0.0,single_click
84935,93,2.0,0.0,0.0,2.151,0.0,0.0,2_to_3_clicks
50011,89,0.0,1.0,0.0,0.0,1.124,0.0,no_click
119080,130,1.0,0.0,0.0,0.769,0.0,0.0,single_click
132895,60,1.0,0.0,0.0,1.667,0.0,0.0,single_click
17794,90,1.0,0.0,0.0,1.111,0.0,0.0,single_click
62287,154,3.0,2.0,0.0,1.948,1.299,0.0,2_to_3_clicks
123693,96,2.0,0.0,0.0,2.083,0.0,0.0,2_to_3_clicks
